rel_time_ms,sensor,value
4500.0,TSL3_UpperScreen_spec.Room518a_WP1,9491.0
4500.0,TSL3_UpperScreen_spec.Room518a_WP2,5835.0
4500.0,TSL4_UpperScreen_spec.Room518a_WP1,9353.0
4500.0,TSL4_UpperScreen_spec.Room518a_WP2,8985.0
4600.0,TSL1_LowerScreen_spec.Room518a_WP1,6600.0
4600.0,TSL1_LowerScreen_spec.Room518a_WP2,6966.0
4600.0,TSL2_Keyboard_spec.Room518a_WP1,13005.0
4600.0,TSL2_Keyboard_spec.Room518a_WP2,5372.0
4600.0,TSL3_UpperScreen_spec.Room518a_WP1,9491.0
4600.0,TSL3_UpperScreen_spec.Room518a_WP2,5835.0
4600.0,TSL4_UpperScreen_spec.Room518a_WP1,9353.0
4600.0,TSL4_UpperScreen_spec.Room518a_WP2,8985.0
4700.0,TSL1_LowerScreen_spec.Room518a_WP1,6600.0
4700.0,TSL1_LowerScreen_spec.Room518a_WP2,6966.0
4700.0,TSL2_Keyboard_spec.Room518a_WP1,13005.0
4700.0,TSL2_Keyboard_spec.Room518a_WP2,5372.0
4700.0,TSL3_UpperScreen_spec.Room518a_WP1,9491.0
4700.0,TSL3_UpperScreen_spec.Room518a_WP2,5835.0
4700.0,TSL4_UpperScreen_spec.Room518a_WP1,9353.0
4700.0,TSL4_UpperScreen_spec.Room518a_WP2,8985.0
4800.0,TSL1_LowerScreen_spec.Room518a_WP1,6600.0
4800.0,TSL1_LowerScreen_spec.Room518a_WP2,6966.0
4800.0,TSL2_Keyboard_spec.Room518a_WP1,13005.0
4800.0,TSL2_Keyboard_spec.Room518a_WP2,5372.0
4800.0,TSL3_UpperScreen_spec.Room518a_WP1,9491.0
4800.0,TSL3_UpperScreen_spec.Room518a_WP2,5835.0
4800.0,TSL4_UpperScreen_spec.Room518a_WP1,9353.0
4800.0,TSL4_UpperScreen_spec.Room518a_WP2,8985.0
4900.0,TSL1_LowerScreen_spec.Room518a_WP1,6600.0
4900.0,TSL1_LowerScreen_spec.Room518a_WP2,6966.0
4900.0,TSL2_Keyboard_spec.Room518a_WP1,13005.0
4900.0,TSL2_Keyboard_spec.Room518a_WP2,5372.0
4900.0,TSL3_UpperScreen_spec.Room518a_WP1,9491.0
4900.0,TSL3_UpperScreen_spec.Room518a_WP2,5835.0
4900.0,TSL4_UpperScreen_spec.Room518a_WP1,9353.0
4900.0,TSL4_UpperScreen_spec.Room518a_WP2,8985.0
5000.0,TSL1_LowerScreen_spec.Room518a_WP1,6600.0
5000.0,TSL1_LowerScreen_spec.Room518a_WP2,6966.0
5000.0,TSL2_Keyboard_spec.Room518a_WP1,13005.0
5000.0,TSL2_Keyboard_spec.Room518a_WP2,5372.0
5000.0,TSL3_UpperScreen_spec.Room518a_WP1,9491.0
5000.0,TSL3_UpperScreen_spec.Room518a_WP2,5835.0
