rel_time_ms,sensor,value
2927.48,TSL1_LowerScreen_spec.Room518a_WP2,873.0
2927.48,TSL2_Keyboard_spec.Room518a_WP1,1455.0
2927.48,TSL2_Keyboard_spec.Room518a_WP2,792.0
2927.48,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
2927.48,TSL3_UpperScreen_spec.Room518a_WP2,696.0
2927.48,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
2927.48,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
3028.64,Illuminance.Room518a_Ceiling,184.17
3028.64,TSL1_LowerScreen_spec.Room518a_WP1,685.0
3028.64,TSL1_LowerScreen_spec.Room518a_WP2,873.0
3028.64,TSL2_Keyboard_spec.Room518a_WP1,1455.0
3028.64,TSL2_Keyboard_spec.Room518a_WP2,792.0
3028.64,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
3028.64,TSL3_UpperScreen_spec.Room518a_WP2,696.0
3028.64,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
3028.64,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
3129.98,Illuminance.Room518a_Ceiling,184.17
3129.98,TSL1_LowerScreen_spec.Room518a_WP1,685.0
3129.98,TSL1_LowerScreen_spec.Room518a_WP2,873.0
3129.98,TSL2_Keyboard_spec.Room518a_WP1,1455.0
3129.98,TSL2_Keyboard_spec.Room518a_WP2,792.0
3129.98,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
3129.98,TSL3_UpperScreen_spec.Room518a_WP2,696.0
3129.98,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
3129.98,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
3231.13,Illuminance.Room518a_Ceiling,184.17
3231.13,TSL1_LowerScreen_spec.Room518a_WP1,685.0
3231.13,TSL1_LowerScreen_spec.Room518a_WP2,873.0
3231.13,TSL2_Keyboard_spec.Room518a_WP1,1455.0
3231.13,TSL2_Keyboard_spec.Room518a_WP2,792.0
3231.13,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
3231.13,TSL3_UpperScreen_spec.Room518a_WP2,696.0
3231.13,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
3231.13,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
3331.27,Illuminance.Room518a_Ceiling,184.17
3331.27,TSL1_LowerScreen_spec.Room518a_WP1,685.0
3331.27,TSL1_LowerScreen_spec.Room518a_WP2,873.0
3331.27,TSL2_Keyboard_spec.Room518a_WP1,1455.0
3331.27,TSL2_Keyboard_spec.Room518a_WP2,792.0
3331.27,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
3331.27,TSL3_UpperScreen_spec.Room518a_WP2,696.0
3331.27,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
3331.27,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
3431.57,Illuminance.Room518a_Ceiling,184.17
3431.57,TSL1_LowerScreen_spec.Room518a_WP1,685.0
3431.57,TSL1_LowerScreen_spec.Room518a_WP2,873.0
3431.57,TSL2_Keyboard_spec.Room518a_WP1,1455.0
3431.57,TSL2_Keyboard_spec.Room518a_WP2,792.0
3431.57,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
3431.57,TSL3_UpperScreen_spec.Room518a_WP2,696.0
3431.57,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
3431.57,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
3532.43,Illuminance.Room518a_Ceiling,184.17
3532.43,TSL1_LowerScreen_spec.Room518a_WP1,685.0
